InspectionID,HiveID,Date,Brood,Bees,Queen,Food,Stressors,Space,Percent_Met,Healthy,Hive_Tag,ApiaryID,Apiary,Station_City
255,10,06/06/2017,1.0,0.0,0.0,0.0,0.0,1.0,33,No,HT106,1,BBCC,Durham
256,10,06/06/2017,1.0,0.0,0.0,0.0,0.0,1.0,33,No,HT106,1,BBCC,Durham
257,10,06/12/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
258,10,06/12/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
259,10,06/21/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
260,10,06/21/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
261,10,06/26/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT106,1,BBCC,Durham
262,10,06/26/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT106,1,BBCC,Durham
263,10,07/03/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
264,10,07/11/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
265,10,07/25/2017,0.0,1.0,0.0,1.0,0.0,0.0,33,No,HT106,1,BBCC,Durham
266,10,08/07/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
267,10,08/18/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
268,10,08/24/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
269,10,08/30/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
270,10,09/05/2017,0.0,1.0,0.0,1.0,1.0,1.0,67,No,HT106,1,BBCC,Durham
271,10,09/13/2017,0.0,1.0,0.0,1.0,1.0,1.0,67,No,HT106,1,BBCC,Durham
272,10,09/19/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT106,1,BBCC,Durham
273,10,09/25/2017,0.0,1.0,1.0,1.0,0.0,1.0,67,No,HT106,1,BBCC,Durham
274,10,10/03/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT106,1,BBCC,Durham
275,10,10/10/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT106,1,BBCC,Durham
276,10,10/17/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
277,10,10/24/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT106,1,BBCC,Durham
278,10,11/03/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT106,1,BBCC,Durham
279,11,04/04/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT107,1,BBCC,Durham
280,11,04/04/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT107,1,BBCC,Durham
281,11,04/10/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT107,1,BBCC,Durham
282,11,04/10/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT107,1,BBCC,Durham
283,11,04/21/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,HT107,1,BBCC,Durham
284,11,04/21/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,HT107,1,BBCC,Durham
285,11,04/28/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT107,1,BBCC,Durham
286,11,04/28/2017,0.0,1.0,0.0,1.0,0.0,1.0,50,No,HT107,1,BBCC,Durham
287,11,05/02/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,HT107,1,BBCC,Durham
288,11,05/02/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,HT107,1,BBCC,Durham
289,11,05/08/2017,0.0,0.5,0.0,1.0,0.0,1.0,42,No,HT107,1,BBCC,Durham
290,11,05/08/2017,0.0,0.5,0.0,1.0,0.0,1.0,42,No,HT107,1,BBCC,Durham
291,11,05/16/2017,0.0,1.0,0.0,0.0,0.0,1.0,33,No,HT107,1,BBCC,Durham
292,11,05/16/2017,0.0,1.0,0.0,0.0,0.0,1.0,33,No,HT107,1,BBCC,Durham
293,11,05/25/2017,0.0,1.0,1.0,1.0,0.0,1.0,67,No,HT107,1,BBCC,Durham
294,11,05/25/2017,0.0,1.0,1.0,1.0,0.0,1.0,67,No,HT107,1,BBCC,Durham
295,11,06/06/2017,1.0,0.0,1.0,1.0,0.0,1.0,67,No,HT107,1,BBCC,Durham
296,11,06/06/2017,1.0,0.0,1.0,1.0,0.0,1.0,67,No,HT107,1,BBCC,Durham
297,11,06/12/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT107,1,BBCC,Durham
298,11,06/12/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT107,1,BBCC,Durham
299,11,06/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT107,1,BBCC,Durham
300,11,06/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT107,1,BBCC,Durham
301,11,06/26/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT107,1,BBCC,Durham
302,11,06/26/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT107,1,BBCC,Durham
303,11,07/03/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT107,1,BBCC,Durham
304,11,07/11/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT107,1,BBCC,Durham
305,11,07/25/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT107,1,BBCC,Durham
306,11,08/07/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT107,1,BBCC,Durham
307,11,08/18/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT107,1,BBCC,Durham
308,11,08/24/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT107,1,BBCC,Durham
309,11,08/30/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT107,1,BBCC,Durham
310,11,09/05/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT107,1,BBCC,Durham
311,11,09/13/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT107,1,BBCC,Durham
312,11,09/19/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT107,1,BBCC,Durham
313,11,09/25/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT107,1,BBCC,Durham
314,11,10/03/2017,1.0,1.0,1.0,0.0,1.0,1.0,83,No,HT107,1,BBCC,Durham
315,11,10/10/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT107,1,BBCC,Durham
316,11,10/17/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT107,1,BBCC,Durham
317,11,10/24/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT107,1,BBCC,Durham
318,11,11/03/2017,0.0,1.0,1.0,0.0,0.0,1.0,50,No,HT107,1,BBCC,Durham
319,12,04/04/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT108,1,BBCC,Durham
320,12,04/04/2017,0.0,0.0,1.0,1.0,1.0,1.0,67,No,HT108,1,BBCC,Durham
321,12,04/10/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT108,1,BBCC,Durham
322,12,04/10/2017,0.0,0.0,1.0,1.0,0.0,1.0,50,No,HT108,1,BBCC,Durham
323,12,04/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT108,1,BBCC,Durham
324,12,04/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT108,1,BBCC,Durham
325,12,04/26/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT108,1,BBCC,Durham
326,12,04/26/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT108,1,BBCC,Durham
327,12,05/02/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT108,1,BBCC,Durham
328,12,05/02/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT108,1,BBCC,Durham
329,12,05/08/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
330,12,05/08/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
331,12,05/16/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
332,12,05/16/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
333,12,05/25/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
334,12,05/25/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
335,12,06/06/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
336,12,06/06/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
337,12,06/12/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT108,1,BBCC,Durham
338,12,06/12/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT108,1,BBCC,Durham
339,12,06/21/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT108,1,BBCC,Durham
340,12,06/21/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT108,1,BBCC,Durham
341,12,06/26/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
342,12,06/26/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
343,12,07/03/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT108,1,BBCC,Durham
344,12,07/25/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT108,1,BBCC,Durham
345,12,08/07/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
346,12,08/18/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
347,12,08/24/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
348,12,08/30/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
349,12,09/05/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
350,12,09/13/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
351,12,09/19/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
352,12,09/25/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT108,1,BBCC,Durham
353,12,10/03/2017,0.0,1.0,1.0,1.0,1.0,1.0,83,No,HT108,1,BBCC,Durham
354,12,10/10/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
355,12,10/17/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
356,12,10/24/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT108,1,BBCC,Durham
357,12,11/03/2017,1.0,1.0,1.0,1.0,0.0,0.0,67,No,HT108,1,BBCC,Durham
358,13,08/24/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT109,1,BBCC,Durham
359,13,08/30/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT109,1,BBCC,Durham
360,13,09/05/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT109,1,BBCC,Durham
361,13,09/13/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT109,1,BBCC,Durham
362,13,09/25/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT109,1,BBCC,Durham
363,13,10/03/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT109,1,BBCC,Durham
364,13,10/10/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT109,1,BBCC,Durham
365,13,10/17/2017,1.0,1.0,1.0,0.0,0.0,0.0,50,No,HT109,1,BBCC,Durham
366,13,10/24/2017,1.0,1.0,1.0,0.0,0.0,0.0,50,No,HT109,1,BBCC,Durham
367,13,11/03/2017,0.0,1.0,1.0,0.0,0.0,0.0,33,No,HT109,1,BBCC,Durham
368,14,09/21/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT201,1,BBCC,Durham
369,15,09/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT203,1,BBCC,Durham
370,16,09/21/2017,1.0,0.0,1.0,0.0,0.0,0.0,33,No,HT204,1,BBCC,Durham
371,17,09/21/2017,0.0,0.0,0.0,0.0,0.0,0.0,0,No,HT208,1,BBCC,Durham
372,18,09/21/2017,1.0,1.0,1.0,0.0,0.0,0.0,50,No,HT211,1,BBCC,Durham
373,19,09/21/2017,1.0,1.0,1.0,0.0,1.0,1.0,83,No,HT214,1,BBCC,Durham
374,20,09/21/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT215,1,BBCC,Durham
375,21,09/21/2017,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,HT217,1,BBCC,Durham
376,22,09/21/2017,1.0,1.0,1.0,1.0,1.0,0.0,83,No,HT219,1,BBCC,Durham
377,23,09/21/2017,1.0,1.0,1.0,0.0,0.0,1.0,67,No,HT222,1,BBCC,Durham
378,24,09/21/2017,1.0,1.0,1.0,0.0,0.0,0.0,50,No,HT223,1,BBCC,Durham
379,25,09/21/2017,1.0,1.0,1.0,1.0,0.0,1.0,83,No,HT225,1,BBCC,Durham
380,26,03/29/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,swarm,1,BBCC,Durham
381,26,03/29/2017,0.0,0.0,0.0,1.0,0.0,1.0,33,No,swarm,1,BBCC,Durham
382,27,04/06/2018,0.0,1.0,0.0,1.0,0.0,0.0,33,No,101,2,BBCC-RTP,Durham
383,27,04/12/2018,0.0,1.0,0.0,1.0,0.0,0.0,33,No,101,2,BBCC-RTP,Durham
384,27,04/18/2018,0.0,0.0,0.0,1.0,0.0,0.0,17,No,101,2,BBCC-RTP,Durham
385,27,04/27/2018,0.0,0.0,0.0,1.0,0.0,1.0,33,No,101,2,BBCC-RTP,Durham
386,27,05/02/2018,0.0,0.0,1.0,1.0,0.0,1.0,50,No,101,2,BBCC-RTP,Durham
387,27,05/09/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,101,2,BBCC-RTP,Durham
388,27,05/22/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,101,2,BBCC-RTP,Durham
389,27,05/31/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,101,2,BBCC-RTP,Durham
390,27,06/06/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,101,2,BBCC-RTP,Durham
391,27,06/15/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,101,2,BBCC-RTP,Durham
392,27,06/21/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,101,2,BBCC-RTP,Durham
393,27,06/27/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,101,2,BBCC-RTP,Durham
394,27,07/03/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,101,2,BBCC-RTP,Durham
395,27,07/10/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,101,2,BBCC-RTP,Durham
396,27,07/17/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,101,2,BBCC-RTP,Durham
397,27,07/26/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,101,2,BBCC-RTP,Durham
398,27,08/01/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,101,2,BBCC-RTP,Durham
399,27,08/07/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,101,2,BBCC-RTP,Durham
400,27,08/14/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,101,2,BBCC-RTP,Durham
401,27,08/21/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,101,2,BBCC-RTP,Durham
402,27,08/30/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,101,2,BBCC-RTP,Durham
403,27,09/05/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,101,2,BBCC-RTP,Durham
404,27,09/19/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,101,2,BBCC-RTP,Durham
405,27,09/25/2018,0.0,1.0,0.0,1.0,1.0,1.0,67,No,101,2,BBCC-RTP,Durham
406,27,10/03/2018,0.0,0.0,0.0,1.0,1.0,0.0,33,No,101,2,BBCC-RTP,Durham
407,27,10/09/2018,0.0,1.0,0.0,1.0,1.0,1.0,67,No,101,2,BBCC-RTP,Durham
408,27,10/15/2018,0.0,1.0,0.0,1.0,1.0,1.0,67,No,101,2,BBCC-RTP,Durham
409,27,10/23/2018,1.0,0.0,1.0,1.0,1.0,0.0,67,No,101,2,BBCC-RTP,Durham
410,27,10/31/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,101,2,BBCC-RTP,Durham
411,28,04/10/2018,0.0,0.0,0.0,0.0,0.0,0.0,0,No,102,2,BBCC-RTP,Durham
412,28,04/18/2018,0.0,0.0,0.0,1.0,0.0,0.0,17,No,102,2,BBCC-RTP,Durham
413,28,04/27/2018,0.0,0.0,1.0,0.0,0.0,1.0,33,No,102,2,BBCC-RTP,Durham
414,28,05/02/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,102,2,BBCC-RTP,Durham
415,28,05/09/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,102,2,BBCC-RTP,Durham
416,28,05/22/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,102,2,BBCC-RTP,Durham
417,28,05/31/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,102,2,BBCC-RTP,Durham
418,28,06/07/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,102,2,BBCC-RTP,Durham
419,28,06/15/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,102,2,BBCC-RTP,Durham
420,28,06/21/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,102,2,BBCC-RTP,Durham
421,28,06/27/2018,0.0,1.0,0.0,1.0,0.0,1.0,50,No,102,2,BBCC-RTP,Durham
422,28,07/03/2018,1.0,1.0,0.0,1.0,1.0,1.0,83,No,102,2,BBCC-RTP,Durham
423,28,07/12/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,102,2,BBCC-RTP,Durham
424,28,07/18/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,102,2,BBCC-RTP,Durham
425,28,07/26/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,102,2,BBCC-RTP,Durham
426,28,08/01/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,102,2,BBCC-RTP,Durham
427,28,08/08/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,102,2,BBCC-RTP,Durham
428,28,08/14/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,102,2,BBCC-RTP,Durham
429,29,04/12/2018,0.0,1.0,0.0,1.0,1.0,1.0,67,No,103,2,BBCC-RTP,Durham
430,29,04/18/2018,0.0,1.0,1.0,1.0,1.0,1.0,83,No,103,2,BBCC-RTP,Durham
431,29,04/27/2018,0.0,1.0,0.0,1.0,0.0,1.0,50,No,103,2,BBCC-RTP,Durham
432,29,05/02/2018,0.0,1.0,1.0,1.0,1.0,1.0,83,No,103,2,BBCC-RTP,Durham
433,29,05/09/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,103,2,BBCC-RTP,Durham
434,29,05/24/2018,0.0,1.0,1.0,1.0,0.0,1.0,67,No,103,2,BBCC-RTP,Durham
435,29,05/31/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,103,2,BBCC-RTP,Durham
436,29,06/07/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,103,2,BBCC-RTP,Durham
437,29,06/15/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,103,2,BBCC-RTP,Durham
438,29,06/21/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
439,29,06/27/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
440,29,07/03/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,103,2,BBCC-RTP,Durham
441,29,07/12/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
442,29,07/18/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
443,29,07/26/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
444,29,08/01/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
445,29,08/08/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,103,2,BBCC-RTP,Durham
446,29,08/15/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
447,29,08/23/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
448,29,08/30/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,103,2,BBCC-RTP,Durham
449,29,09/05/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
450,29,09/19/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
451,29,09/26/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
452,29,10/03/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
453,29,10/09/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
454,29,10/15/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,103,2,BBCC-RTP,Durham
455,29,10/23/2018,0.0,0.0,1.0,1.0,0.0,0.0,33,No,103,2,BBCC-RTP,Durham
456,30,07/03/2018,0.0,1.0,1.0,1.0,1.0,1.0,83,No,104,2,BBCC-RTP,Durham
457,30,07/10/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,104,2,BBCC-RTP,Durham
458,31,04/12/2018,0.0,0.0,0.0,1.0,0.0,1.0,33,No,105,2,BBCC-RTP,Durham
459,31,04/18/2018,0.0,1.0,1.0,1.0,1.0,0.0,67,No,105,2,BBCC-RTP,Durham
460,31,04/27/2018,0.0,0.0,1.0,1.0,1.0,0.0,50,No,105,2,BBCC-RTP,Durham
461,31,05/02/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,105,2,BBCC-RTP,Durham
462,31,05/09/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,105,2,BBCC-RTP,Durham
463,31,05/24/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,105,2,BBCC-RTP,Durham
464,31,05/31/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,105,2,BBCC-RTP,Durham
465,31,06/07/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,105,2,BBCC-RTP,Durham
466,31,06/15/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,105,2,BBCC-RTP,Durham
467,31,06/21/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,105,2,BBCC-RTP,Durham
468,31,06/27/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
469,31,07/03/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,105,2,BBCC-RTP,Durham
470,31,07/12/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,105,2,BBCC-RTP,Durham
471,31,07/18/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
472,31,07/26/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
473,31,08/01/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
474,31,08/08/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,105,2,BBCC-RTP,Durham
475,31,08/15/2018,1.0,1.0,1.0,0.0,0.0,1.0,67,No,105,2,BBCC-RTP,Durham
476,31,08/23/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
477,31,08/30/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
478,31,09/05/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
479,31,09/19/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
480,31,09/26/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
481,31,10/03/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
482,31,10/09/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,105,2,BBCC-RTP,Durham
483,31,10/15/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,105,2,BBCC-RTP,Durham
484,31,10/23/2018,0.0,1.0,1.0,1.0,0.0,0.0,50,No,105,2,BBCC-RTP,Durham
485,32,04/10/2018,0.0,1.0,0.0,0.0,1.0,1.0,50,No,106,2,BBCC-RTP,Durham
486,32,04/18/2018,0.0,1.0,0.0,1.0,1.0,1.0,67,No,106,2,BBCC-RTP,Durham
487,32,04/27/2018,0.0,1.0,1.0,1.0,0.0,1.0,67,No,106,2,BBCC-RTP,Durham
488,32,05/02/2018,0.0,1.0,1.0,1.0,1.0,1.0,83,No,106,2,BBCC-RTP,Durham
489,32,05/09/2018,0.0,1.0,1.0,1.0,0.0,1.0,67,No,106,2,BBCC-RTP,Durham
490,32,05/24/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,106,2,BBCC-RTP,Durham
491,32,05/31/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,106,2,BBCC-RTP,Durham
492,32,06/07/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,106,2,BBCC-RTP,Durham
493,32,06/15/2018,1.0,1.0,1.0,1.0,0.0,0.0,67,No,106,2,BBCC-RTP,Durham
494,32,06/21/2018,1.0,1.0,1.0,1.0,1.0,0.0,83,No,106,2,BBCC-RTP,Durham
495,32,06/27/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,106,2,BBCC-RTP,Durham
496,32,07/03/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,106,2,BBCC-RTP,Durham
497,32,07/12/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,106,2,BBCC-RTP,Durham
498,32,07/18/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,106,2,BBCC-RTP,Durham
499,32,07/26/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,106,2,BBCC-RTP,Durham
500,32,08/01/2018,1.0,1.0,1.0,1.0,1.0,1.0,100,Yes,106,2,BBCC-RTP,Durham
501,32,08/09/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,106,2,BBCC-RTP,Durham
502,32,08/15/2018,1.0,1.0,1.0,0.0,0.0,1.0,67,No,106,2,BBCC-RTP,Durham
503,32,08/23/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,106,2,BBCC-RTP,Durham
504,32,08/30/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,106,2,BBCC-RTP,Durham
505,32,09/05/2018,1.0,1.0,1.0,1.0,0.0,1.0,83,No,106,2,BBCC-RTP,Durham
